agent_id,origin_nid,destin_nid,hour,quarter,tour_category,person_id
298,2355,740,7.0,1.0,MANDATORY,5620760.0
299,2355,1721,7.0,4.0,MANDATORY,541694.0
300,2355,227,7.0,5.0,MANDATORY,1219672.0
301,2355,1930,7.0,4.0,MANDATORY,4911030.0
302,2355,109,7.0,5.0,MANDATORY,541716.0
303,2355,99,7.0,0.0,MANDATORY,7468389.0
304,2355,1570,8.0,1.0,MANDATORY,5917859.0
305,2355,1405,7.0,4.0,MANDATORY,5621332.0
306,2355,2587,7.0,1.0,MANDATORY,5621621.0
307,2355,1284,7.0,3.0,MANDATORY,4911299.0
308,2355,2119,8.0,0.0,INDIVIDUAL_NON_MANDATORY,4911139.0
309,2355,1243,7.0,1.0,MANDATORY,5806249.0
310,2355,1454,7.0,5.0,MANDATORY,6822677.0
311,2355,349,7.0,1.0,MANDATORY,5977254.0
312,2355,1563,8.0,1.0,MANDATORY,5987128.0
313,2355,71,7.0,2.0,MANDATORY,3648834.0
314,2355,2646,7.0,5.0,MANDATORY,6822996.0
315,2355,127,8.0,0.0,MANDATORY,3373992.0
316,2355,1677,7.0,0.0,MANDATORY,6822988.0
317,2355,525,8.0,5.0,INDIVIDUAL_NON_MANDATORY,7469434.0
318,2355,208,8.0,3.0,MANDATORY,3936912.0
319,2355,2555,7.0,3.0,MANDATORY,7470130.0
320,2355,2528,8.0,4.0,MANDATORY,7470040.0
321,2355,846,7.0,4.0,MANDATORY,3888847.0
322,2355,608,7.0,5.0,MANDATORY,3842525.0
323,2355,308,8.0,5.0,MANDATORY,5806672.0
324,2355,222,8.0,2.0,MANDATORY,1972297.0
325,2355,88,8.0,3.0,MANDATORY,5623072.0
326,2355,992,7.0,0.0,MANDATORY,6272398.0
327,2355,1470,8.0,0.0,MANDATORY,1972724.0
328,2355,1092,7.0,1.0,MANDATORY,4499714.0
329,2355,2122,7.0,1.0,MANDATORY,4193609.0
330,2355,1144,7.0,1.0,MANDATORY,4313731.0
331,2355,265,7.0,0.0,MANDATORY,3649949.0
332,2355,2677,8.0,4.0,MANDATORY,5252647.0
333,2355,2647,7.0,5.0,MANDATORY,5919107.0
334,2355,1332,7.0,4.0,MANDATORY,5351752.0
335,2355,2286,8.0,2.0,MANDATORY,260645.0
336,2355,2556,7.0,5.0,MANDATORY,4778828.0
337,2355,1718,7.0,2.0,MANDATORY,3650337.0
338,2355,406,7.0,0.0,MANDATORY,3490532.0
339,2355,2181,7.0,2.0,MANDATORY,6112598.0
340,2355,201,8.0,4.0,MANDATORY,1894138.0
341,2355,832,8.0,0.0,MANDATORY,6605703.0
342,2355,2449,8.0,4.0,MANDATORY,7191563.0
343,2355,87,7.0,1.0,MANDATORY,7658955.0
344,2355,968,8.0,0.0,MANDATORY,4965264.0
345,2355,556,8.0,4.0,MANDATORY,7691398.0
346,2355,2339,7.0,4.0,MANDATORY,5353467.0
347,2355,984,8.0,4.0,INDIVIDUAL_NON_MANDATORY,5807690.0
348,2355,642,7.0,2.0,MANDATORY,4501033.0
349,2180,2354,8.0,4.0,AT_WORK,4501033.0
350,2355,2073,8.0,0.0,AT_WORK,4501033.0
351,2355,2091,8.0,2.0,MANDATORY,5807709.0
352,2355,1608,8.0,3.0,MANDATORY,3491029.0
353,2355,761,7.0,0.0,INDIVIDUAL_NON_MANDATORY,5988403.0
354,1240,2354,8.0,2.0,INDIVIDUAL_NON_MANDATORY,5988403.0
355,2355,2490,7.0,5.0,MANDATORY,6274090.0
356,2355,1481,7.0,0.0,MANDATORY,4501310.0
357,2355,2571,7.0,5.0,INDIVIDUAL_NON_MANDATORY,6274224.0
358,2124,2354,8.0,4.0,INDIVIDUAL_NON_MANDATORY,6274224.0
359,2355,1038,7.0,5.0,MANDATORY,6274292.0
360,2355,295,8.0,4.0,MANDATORY,6826345.0
361,2355,1231,8.0,1.0,MANDATORY,2463571.0
362,2355,2427,8.0,5.0,MANDATORY,4502101.0
363,2355,2147,8.0,5.0,MANDATORY,6275780.0
364,2355,284,8.0,4.0,MANDATORY,2563076.0
365,2355,2642,8.0,2.0,MANDATORY,4780408.0
366,2355,1787,7.0,5.0,MANDATORY,7194355.0
367,2355,1776,7.0,3.0,MANDATORY,6606344.0
368,2355,1563,8.0,0.0,INDIVIDUAL_NON_MANDATORY,2710713.0
369,2355,2062,8.0,5.0,MANDATORY,4082688.0
370,2355,631,8.0,4.0,INDIVIDUAL_NON_MANDATORY,1623386.0
371,1027,2354,8.0,0.0,INDIVIDUAL_NON_MANDATORY,1623386.0
372,2355,2579,7.0,1.0,MANDATORY,5354243.0
373,2355,569,7.0,3.0,MANDATORY,2711167.0
374,2355,2555,8.0,1.0,INDIVIDUAL_NON_MANDATORY,6826768.0
375,2355,1198,7.0,1.0,INDIVIDUAL_NON_MANDATORY,3060093.0
376,2355,1476,8.0,1.0,INDIVIDUAL_NON_MANDATORY,1623429.0
377,2355,280,7.0,1.0,MANDATORY,3491878.0
378,2355,905,7.0,2.0,MANDATORY,2443091.0
379,1049,2354,7.0,4.0,AT_WORK,2443091.0
380,2355,1048,8.0,3.0,AT_WORK,2443091.0
381,2355,605,7.0,4.0,MANDATORY,602894.0
382,2355,2062,8.0,1.0,MANDATORY,422469.0
383,380,2354,8.0,2.0,MANDATORY,422469.0
384,2355,232,8.0,0.0,MANDATORY,422542.0
385,2476,2059,8.0,2.0,AT_WORK,327010.0
386,2424,1025,8.0,4.0,AT_WORK,327010.0
387,621,1393,8.0,1.0,AT_WORK,327010.0
388,2355,1106,7.0,4.0,MANDATORY,119941.0
389,2355,1385,8.0,1.0,MANDATORY,603013.0
390,2355,1292,8.0,1.0,MANDATORY,422596.0
391,2355,115,7.0,1.0,MANDATORY,6606590.0
392,2355,1424,7.0,5.0,MANDATORY,328456.0
393,2355,713,8.0,2.0,MANDATORY,327309.0
394,2355,1128,8.0,1.0,MANDATORY,982814.0
395,2355,1151,8.0,4.0,MANDATORY,982585.0
396,2355,409,7.0,0.0,MANDATORY,328675.0
397,2355,632,7.0,1.0,MANDATORY,4503441.0
398,2355,417,8.0,2.0,INDIVIDUAL_NON_MANDATORY,560136.0
399,2355,1589,8.0,4.0,MANDATORY,657902.0
400,2355,450,8.0,5.0,MANDATORY,2190173.0
401,2355,2293,7.0,0.0,MANDATORY,330599.0
402,2355,1061,7.0,0.0,MANDATORY,423724.0
403,2355,1779,8.0,4.0,MANDATORY,1973729.0
404,2355,1087,7.0,5.0,INDIVIDUAL_NON_MANDATORY,984347.0
405,2355,1682,7.0,3.0,MANDATORY,7760912.0
406,2355,1341,7.0,2.0,MANDATORY,657063.0
407,1933,84,7.0,1.0,MANDATORY,657063.0
408,2355,680,8.0,1.0,MANDATORY,70806.0
409,2355,195,7.0,3.0,MANDATORY,4315096.0
410,2355,1824,7.0,0.0,INDIVIDUAL_NON_MANDATORY,6607943.0
411,2355,1736,8.0,1.0,MANDATORY,4115286.0
412,2355,368,8.0,0.0,MANDATORY,5354690.0
413,2355,286,8.0,5.0,MANDATORY,1666115.0
414,2355,356,8.0,0.0,MANDATORY,6185249.0
415,2355,408,8.0,5.0,MANDATORY,903650.0
416,2373,1980,8.0,1.0,MANDATORY,903650.0
417,2355,2174,8.0,1.0,MANDATORY,2209646.0
418,2355,1480,8.0,3.0,MANDATORY,5354858.0
419,2355,131,8.0,2.0,MANDATORY,3953451.0
420,2355,1739,7.0,0.0,MANDATORY,2464686.0
421,2355,443,7.0,4.0,MANDATORY,5989312.0
422,2355,2280,8.0,2.0,MANDATORY,5625216.0
423,2355,1453,7.0,4.0,MANDATORY,5625199.0
424,2355,295,8.0,5.0,MANDATORY,3828742.0
425,2355,2114,7.0,1.0,MANDATORY,4505035.0
426,2355,1546,7.0,1.0,MANDATORY,2713523.0
427,2355,1246,7.0,4.0,INDIVIDUAL_NON_MANDATORY,6608435.0
428,2355,2555,8.0,3.0,MANDATORY,4782611.0
429,2355,989,7.0,3.0,MANDATORY,70979.0
430,1878,1542,8.0,1.0,MANDATORY,4782827.0
431,2355,1768,7.0,3.0,MANDATORY,4505498.0
432,2355,2719,7.0,0.0,MANDATORY,4783021.0
433,2355,697,7.0,1.0,MANDATORY,577355.0
434,2355,429,8.0,0.0,INDIVIDUAL_NON_MANDATORY,7598140.0
435,2355,935,7.0,5.0,INDIVIDUAL_NON_MANDATORY,7197672.0
436,2355,1822,7.0,4.0,INDIVIDUAL_NON_MANDATORY,6828941.0
437,2355,2237,8.0,4.0,MANDATORY,6284451.0
438,2355,1024,8.0,3.0,MANDATORY,4199721.0
439,2355,409,8.0,2.0,MANDATORY,6284478.0
440,2355,2621,8.0,5.0,MANDATORY,5146039.0
441,2355,1486,7.0,4.0,MANDATORY,7198394.0
442,2355,1257,8.0,0.0,MANDATORY,6285690.0
443,2355,1328,7.0,0.0,MANDATORY,3843707.0
444,2355,1887,7.0,5.0,MANDATORY,5276443.0
445,2355,986,7.0,0.0,MANDATORY,5046852.0
446,2355,967,7.0,2.0,MANDATORY,6261224.0
447,2355,1694,8.0,0.0,MANDATORY,2355283.0
448,2355,165,7.0,0.0,MANDATORY,1895457.0
449,2355,2350,8.0,0.0,INDIVIDUAL_NON_MANDATORY,33602.0
450,2355,2479,7.0,4.0,AT_WORK,7198801.0
451,2680,2354,7.0,3.0,AT_WORK,7198801.0
452,2355,661,8.0,5.0,MANDATORY,4475609.0
453,2355,595,8.0,0.0,INDIVIDUAL_NON_MANDATORY,5276767.0
454,2355,805,7.0,5.0,INDIVIDUAL_NON_MANDATORY,4784017.0
455,2355,1151,7.0,2.0,INDIVIDUAL_NON_MANDATORY,3209565.0
456,2355,2152,7.0,3.0,MANDATORY,6288034.0
457,2355,139,8.0,1.0,MANDATORY,5941396.0
458,2610,84,8.0,2.0,AT_WORK,5941396.0
459,2355,417,8.0,1.0,MANDATORY,4728802.0
460,2355,280,7.0,3.0,MANDATORY,7694920.0
461,2355,299,8.0,3.0,MANDATORY,5356470.0
462,2355,1861,8.0,2.0,MANDATORY,6288560.0
463,2355,657,7.0,2.0,MANDATORY,5356517.0
